Sch„tzfrage: Wie alt k”nnen Hummeln werden?	Drohnen und Arbeiter erreiche meist nur ein Alter von drei bis 4 Wochen, K”niginnen leben bis zu einen Jahr	Tiere	98
Ist es wahr dass bei den Seepferdchen die M„nnchenden Nachwuch geb„ren?	Ja	Tiere	99
Was ist ein T”lper?	Ein Vogel	Tiere	100
In welchem Monat wird der Muttertag gefeiert?	im Mai	Familie	101
"Wie heiát ein klassisches Familienspiel: ""Mensch?""?"	"""Mensch, „rgere dich nicht"""	Familie	102
Welches tragische junge Liebespaar gilt als das berhmteste der Weltliteratur? Tipp: Ihre Geschichte wurde von William Shakespeare zu Papier gebracht.	Romeo und Julia	Familie	103
Welche blonden Zwillingsschwestern feierten besonders in den 1960er- und 1970er-Jahren groáe Erfolge als S„ngerinnen, T„nzerinnen und Schauspielerinnen?	die Kessler-Zwillinge	Familie	104
Worin klebt man gerne Familienfotos ein und l„sst Besucher darin bl„ttern?	Fotoalbum	Familie	105
"Was hat das M„del eines verliebten Burschen in einem Volkslied? ""Mein M„del hat einen ?"""	"""Mein M„del hat einen Rosenmund und wer ihn ksst, der wird gesund."""	Familie	106
Womit vergiftet die Stiefmutter das Schneewittchen im M„rchen?	mit einem Apfel	Familie	107
"Wie heiát die Familie in der Fernsehserie ""Ein Herz und eine Seele"", deren Oberhaupt ""Ekel Alfred"" genannt wird?"	Familie Tetzlaff	Familie	108
Wie bezeichnet man das 10-j„hrige Hochzeitsjubil„um? Tipp: Denken Sie an die K”nigin der Blumen.	Rosenhochzeit	Familie	109
"Welche Verwandten wurden frher mit dem Begriff ""Oheim"" bezeichnet?"	Bruder und Schwager der Mutter	Familie	110
Der englische K”nig Heinrich VIII. war bekannt fr seine zahlreichen Ehen, von denen die meisten katastrophal endeten. Wie oft war der K”ig verheiratet?	sechs Mal (2 Ehefrauen wurden hingerichtet, 2 Ehen annulliert, 1 Frau starb und die letzte berlebte den K”nig nur um anderthalb Jahre)	Familie	111
Mit welchem tierischen Symbol vor dem Haus wird h„ufig die Geburt eines Kindes bekannt gegeben?	mit einem Storch	Familie	112
Wie heiáen die berhmten Gebrder Grimm mit Vornamen?	Jakob und Wilhem	Familie	113
Wlchem Beruf gingen die Brder Thomas und Heinrich Mann nach?	Schriftsteller	Familie	114
An welchem Datum feiert man den Valentinstag, als Tag der Liebenden?	am 14. Februar	Familie	115
Bis zum Beginn des 20. Jahrhunderts war es bei wohlhabenden Frauen teilweise blich, ihren Nachwuchs von fremden Frauen stillen zu lassen. Wie nannte man diese Frauen?	Ammen	Familie	116
"""Es war einmal ein treuer Husar ?"" - mit disen Worten beginnt ein altes Liebeslied. Wie lautet der Text weiter?"	"""Es war einmal ein treuer Husar, der liebt sein M„dchen ein ganzes Jahr. Ein ganzes Jahr und noch viel mehr, die Liebe nahm kein Ende mehr."""	Familie	117
Die ”sterreichische Familie H”rbiger hat eine ganze Reihe bekannter Schauspieler hervorgebracht. In welcher verwandtschaftlichen Beziehung stehen Paul und Christiane H”rbiger?	Christiane (geb. 1938) ist die Nichte von Paul H”rbiger (1894 - 1981)	Familie	118
"Wie lautet ein Sprichwort: ""Was man erheiratet, muss man nicht ?""?"	"""Was man erheiratet, muss man nicht erarbeiten."""	Familie	119
"Eine beliebte Fernsehserie aus dem Jahre 1965 war ""Der Forellenhof"". Um welches Familienunternehmen dreht sich die Handlung, die in acht Folgen gesendet wurde?"	ein Landhotel im Schwarzwald	Familie	120
Wie hieá die erste Familienserie, die im deutschen Fernsehen ausgestrahlt wurde? Tipp: Die Vornamen der Serieneltern lauteten Trude und Matthias.	"""Familie Sch”lermann"""	Familie	121
Was symbolisiert die Farbe Weiá bei Brautkleidern?	Reinheit und Unberhrtheit	Familie	122
Wie bezeichnet man in der Verwandtschaftsbeziehung die Kinder von Geschwistern?	als Nichten und Neffen	Familie	123
Welcher pers”nliche Ehrentag hat in katholischen Familien oft einen h”heren Stellenwert als der Geburtstag?	der Namenstag	Familie	124
"""Horch, was kommt von drauáen rein?"", wird in einem alten Volkslied gefragt. Wie lautet die Antwort?"	"""? wird wohl mein Feinsliebchen sein, hollahihaho"""	Familie	125
Mit wem war der ehemalige Bundeskanzler Helmut Schmidt ber 60 Jahre verheiratet?	Hannelore (Loki) Schmidt	Familie	126
"Wie lautet ein bekanntes Sprichwort, das viele Eheleute sicher gerne bejahen: ""Eigener Herd ?"" ?"	"""Eigener Herd ist Goldes wert."""	Familie	127
Welches Familienmitglied wird besonders an Christi Himmelfahrt geehrt?	der Vater (Vatertag)	Familie	128
Wie heiát die Schwester von Schneeweiáchen im M„rchen?	Rosenrot	Familie	129
Welches Schmuckstck tragen Eheleute als Zeichen der Verbundenheit?	Eheringe	Familie	130
Wer kam frher traditionell meist fr die Kosten einer Hochzeit auf?	die Eltern der Braut	Familie	131
Aus welcher Familie stammt die bekannte Schauspielerfamilie Millowitsch?	Aus K”ln.	Familie	132
Wie heiát ein bekannter Roman von Erich K„stner, in dessen Mittelpunkt zwei Schwestern stehen?	"""Das doppelte Lottchen"""	Familie	133
Fr viele Menschen geh”ren auch Haustiere zur Familie. Welcher berhmte Hund aus einer amerikanischen Fernsehserie verzauberte uns alle?	Lassie	Familie	134
"Welches Ehejubil„um nennt man auch ""Diamanthochzeit""?"	das 60-j„hrige Jubil„um	Familie	135
Wie lautet der Name einer jungen Frau, in die sich Tarzan verliebt?	Jane	Familie	136
"Welche Schauspielerin spielte die Hauptrolle in der Kom”die ""Die Zricher Verlobung""?"	Lilo Pulver	Familie	137
"Welcher junge Interpret sang Ende der 1960er-Jahre ""Mama, du sollst doch nicht um deinen Jungen weinen""?"	Heintje	Familie	138
Welche Geschwister laufen im M„rchen von zu Hause weg und suchen in einem Lebkuchenhaus Zuflucht?	H„nsel und Gretel	Familie	139
"Ein bekanntes Sprichwort lautet: ""Gleich und gleich ?""?"	"""Gleich und gleich gesellt sich gern."""	Familie	140
Wie heiát die ”sterreichische Musikerdynastie, die mehrere gefeierte Walzerkomponisten und hervorragende Kapellmeister hervorgebracht hat?	Strauss	Familie	141
Wie hieá die Mutter von Romy Schneider, die ebenfalls Schauspielerin war?	Magda Schneider	Familie	142
"Aus einer Bildergeschichte von Wilhelm Busch stammt der Satz: ""Vater werden ist nicht schwer, ?"""	"""Vater werden ist nicht schwer, Vater sein dagegen sehr."""	Familie	143
Wie nennt man das Fest, das am Abend vor der Hochzeit gefeiert wird und bei dem meist einiges an Porzellan zerschlagen wird?	Polterabend	Familie	144
Wie wird die Hochzeitsreise meist noch bezeichnet?	als Flitterwochen	Familie	145
"Aus wie vielen Schwestern bestand das Gesangs-Ensemble ""Jacob Sisters"" ursprnglich?"	aus vier Schwestern	Familie	146
"Woher stammte das Žnnchen aus einem Volkslied, von dem es heiát ""? du meine Seele, mein Fleisch und mein Blut""?"	"aus Tharau (""Žnnchen von Tharau"")"	Familie	147
"In welcher Stadt spielt die Familienserie ""Lindenstraáe"", die seit 1985 regelm„áig ausgestrahlt wird?"	Die Handlung spielt in Mnchen, aber gedreht wird die Serie in K”ln.	Familie	148
Wann feiert eine Frau mit dem Namen Sophie Namenstag? Tipp: Denken Sie an den Eisheiligen - die kalte Sophie.	15. Mai	Familie	149
Wie hieá, gem„á der biblischen Geschichte, der erste Sohn von Adam und Eva?	Kain	Familie	150
Was tr„gt eine Braut h„ufig auf dem Kopf	Schleier, Diadem, Kr„nzchen.	Familie	151
Woran lutschen Kinder mit Vorliebe?	an ihrem Daumen	KindheitJugend	152
"Wie lautet ein beliebter Abz„hlreim vollst„ndig: ""Ene, meine, miste, es rappelt ?""?"	"""Ene, mene, miste, es rappelt in der Kiste. Ene, meine, muh und raus bist du"" (oder auch: ""Ene, meine, meck und du bist weg"")"	KindheitJugend	153
Welches Pferd steht in vielen Kinderzimmern?	das Schaukelpferd	KindheitJugend	154
"Wie heiát das M„rchen, aus dem der Ausspruch stammt: ""Heute back' ich, morgen brau' ich, bermorgen hol' ich der K”nigin ihr Kind. Ach wie gut, dass niemand weiá, ?""?"	"""Rumpelstilzchen"""	KindheitJugend	155
Bei welchem Spiel muss eine Vielzahl von Teilen zu einem Bild zusammengefgt werden?	beim Puzzle	KindheitJugend	156
"In einem Sprichwort heiát es: ""Gebranntes Kind scheut das ?"""	"""Gebranntes Kind scheut das Feuer"""	KindheitJugend	157
Welcher armen Witwe spielen Max und Moritz arme Streiche?	Witwe Bolte	KindheitJugend	158
"Wie lautet die erste Strophe des beliebten Kindertanzes: ""Brderchen, komm, tanz' mit mir ?""?"	"""Brderchen, komm, tanz' mit mir. Beide H„nde reich ich dir, einmal hin, einmal her, rundherum, das ist nicht schwer."""	KindheitJugend	159
Mit welcher Liesel werden die Kinder h„ufig an Handarbeiten herangefhrt?	mit der Strickliesel	KindheitJugend	160
Wie viele Milchz„hne hat ein Kind?	20 Milchz„hne (Das Erwachsenengebiss hat 32 Z„hne - mit Weisheitsz„hnen)	KindheitJugend	161
"Wie heiát der Zungenbrecher vollst„ndig: ""Blaukraut bleibt Blaukraut und ?"""	"""Blaukraut bleibt Blaukraut und Brautkleid bleibt Brautkleid"""	KindheitJugend	162
Wie heiát das Kartenspiel fr Kinder, bei dem je eine Karte beim Nachbarn gezogen wird und Kartenpaare ausgelegt werden?	Schwarzer Peter	KindheitJugend	163
Die Lausbubengeschichten von Tom Sawyer und seinem besten Freund Huckleberry Finn haben viele Kinder mit Begeisterung gelesen. In welchem Land spielen die Abenteuer der beiden?	In den USA, in dem fiktiven Ort St. Petersburg in Missouri am Ufer des Mississippi	KindheitJugend	164
"Ein beliebtes Malspiel fr Kinder lautet: ""Punkt, Punkt, Komma, Strich, ?""?"	"""Punkt, Punkt, Komma, Strich, fertig ist das Mondgesicht."" (Es gibt viele Varianten, die den Spruch weiterfhren.)"	KindheitJugend	165
Was ist eine Fibel?	ein Buch zum Lesenlernen fr Kinder, in der Regel reich bebildert.	KindheitJugend	166
Wie heiáen die kleinen bunten Kugeln, die von vielen Kindern geliebt und gesammelt werden?	Murmeln	KindheitJugend	167
Welche Kinderkrankheit wird auch Ziegenpeter oder Bauernwetzel genannt?	Mumps	KindheitJugend	168
"In einem bekannten Kinderlied wird gefragt: ""Eia popeia, was raschelt im Stroh?"". Wie lautet die Antwort?"	"""Das sind die lieben G„nslein, die hab'n keine Schuh."""	KindheitJugend	169
Der Struwwelpeter wurde uns als abschreckendes Beispiel fr ein ungezogenes Kind vorgehalten, denn er wollte seine Haare nicht k„mmen lassen. Wogegen str„ubte sich der Struwwelpeter noch?	"gegen das Schneiden der Fingern„gel (""An den H„nden beiden lieá er sich nicht schneiden seine N„gel fast ein Jahr. K„mmen lieá er nicht sein Haar ?"")"	KindheitJugend	170
"Wie heiát ein beliebtes Spiel fr gr”áere Kindergruppen: ""Wer hat Angst vorm ?"" ?"	"""Wer hat Angst vorm schwarzen Mann?"""	KindheitJugend	171
Welches M„rchen handelt von einer Gold- und einer Pechmarie?	Frau Holle	KindheitJugend	172
Womit schreibt der Lehrer auf die Wandtafel?	mit Kreide	KindheitJugend	173
Bei Kindefesten wird gerne ein Wettlaufen veranstaltet, bei dem die Kinder einen L”ffel in der Hand halten. Was mssen sie darauf balancieren?	ein Ei (Eierlaufen)	KindheitJugend	174
"Welche begehrten Produkte stellte eine britische Firma ab 1953 unter dem Namen ""Matchbox"" her?"	"Spielzeugautos (""Matchbox"" bedeutet im Englischen Streichholzschachtel; die Autos wurden ursprnglich in dieser Gr”áe dargestellt, da in GB zu dieser Zeit nur Spielzeuge mit zur Schule gebracht werden durften, die nicht gr”áer waren.) "	KindheitJugend	175
"Wie lautet ein unfeiner, aber amsanter Abz„hlreim: ""Peter hat ins Bett geschissen, gerade auf's ?""?"	"""Peter hat ins Bett geschissen, gerade aufs Paradekissen. Mutter hat's geseh'n und du musst geh'n."""	KindheitJugend	176
"Bereits 1929 wurden die ersten Abenteuer der Comicfiguren ""Tim und Struppi"" ver”ffentlicht. Welchen Beruf bt Tim, der Held der Geschichten, aus?"	Tim ist ein belgischer Reporter, der um die ganze Welt reist und dabei in verschiedene Abenteuer verwickelt wird.	KindheitJugend	177
Wie heiát ein lustiges Spiel fr gr”áere Kindergruppen, bei dem eine Nachricht von Person zu Person weitergeflstert wird?	Stille Post	KindheitJugend	178
"Ein Zungenbrecher lautet: ""Zwischen zwei Zwetschgenzweigen ?"""	"""Zwischen zwei Zwetschgenzweigen sitzen zwei zwitschernde Schwalben."""	KindheitJugend	179
"Wohin ging ""H„nschen Klein"" in einem Kinderlied ganz allein?"	"""H„nschen ging allein in die weite Welt hinein ?"""	KindheitJugend	180
Welches Quietschtier leistet Kindern in der Badewanne h„ufig Gesellschaft?	eine Ente	KindheitJugend	181
Was wurde im M„rchen aus dem h„sslichen Entlein?	ein Schwan (M„rchen von Hans Christian Andersen)	KindheitJugend	182
"Wie heiát ein einfaches Ratespiel, das berall ohne Material gespielt werden kann: ""Ich sehe was, ?"""	"""Ich sehe was, was du nicht siehst."""	KindheitJugend	183
"Viele M„dchen haben in ihrer Jugend ein Poesiealbum gefhrt. Wie lautet einer der bekanntesten Sprche: ""Rosen, Tulpen, Nelken, ?"""	"""Rosen, Tulpen, Nelken, alle Blumen welken, nur die eine nicht und die heiát Vergissmeinnicht."""	KindheitJugend	184
Welche Konstruktionen sind auf fast jedem Spielplatz zu finden und verlocken Kinder zu akrobatischen šbungen?	Klettergerste	KindheitJugend	185
"Nach der Schulzeit folgte frher in der Regel eine Berufsausbildung. Was sagt der Volksmund: ""Lehrjahre sind keine ?"""	"""Lehrjahre sind keine Herrenjahre."""	KindheitJugend	186
"In welchem Film spielte Heinz Rhmann den aufs„ssigen Schler Hans Pfeiffer, zu dem ein Lehrer verzweifelt sagte: ""Sehen Sie, Pfeiffer, es ist nichts mit Ihnen. Sie werden immer dmmer! ? Suchen Sie sich einen Beruf, in dem Sie nicht viel schreiben, am besten Zahnarzt oder so etwas."""	"In ""Die Feuerzangenbowle""."	KindheitJugend	187
Was legten die Tunichtgute Max und Moritz ihrem Onkel Fritz ins Bett und brachten ihn damit um seine Nachtruhe?	Maik„fer	KindheitJugend	188
"Wie heiát ein bekanntes Malspiel fr Kinder? ""Das ist das Haus vom ?"""	"""Das ist das Haus vom Nikolaus."""	KindheitJugend	189
Welche Augenfarbe haben die meisten hellh„utigen Babys in den ersten Lebenswochen?	blau (weil die Pigmentierung der Regenbogenhaut im Auge noch nicht abgeschlossen ist)	KindheitJugend	190
"Wie ist der Wortlaut eines bekannten Wiegenliedes? ""Schlaf Kindlein schlaf. Dein Vater ?"""	"""Schlaf, Kindlein, schlaf! Dein Vater ht' die Schaf. Die Mutter schttelt's B„umelein, da f„llt herab ein Tr„umelein. Schlaf, Kindlein, schlaf!"""	KindheitJugend	191
"""Robinson Crusoe"" ist ein Abenteuerroman, der besonders von Jungen gerne gelesen wird. Wie nannte Robinson Crusoe den jungen Mann, den er vor den Kannibalen rettete und der anschlieáend sein Freund und Diener wurde?"	Freitag (in Erinnerung an den Wochentag, an dem er ihn gerettet hatte)	KindheitJugend	192
Wie heiát das Spiel, bei dem ein Kind die anderen mit verbunden Augen fangen muss?	"""Blinde Kuh"""	KindheitJugend	193
Bereits seit 1940 erheitern die Zeichentrickfiguren Tom und Jerry groáe und kleine Zuschauer mit ihren wilden Verfolgungsjagden. Welche Tiere verk”rpern die Figuren?	"""Tom ist ein Kater, Jerry eine Maus."	KindheitJugend	194
"Ein lustiger Kanon beginnt mit den Worten: ""Ein Mops kam in die Kche ?"", wie lautet der Text weiter?"	"""Ein Mops kam in die Kche und stahl dem Koch ein Ei. Da nahm der Koch den L”ffel und schlug dem Mops zu Brei. Da kamen viele M”pse und gruben ihm ein Grab. Und setzten drauf 'nen Grabstein, auf dem geschrieben stand: ?"""	KindheitJugend	195
"Vom welchem Autoren stammt das Kinderbuch: ""Das fliegende Klassenzimmer"", das auch mehrmals verfilmt wurde?"	von Erich K„stner	KindheitJugend	196
Mit welchen Holzteilen spielen besonders Jungen gerne und errichten damit Trme oder ganze Landschaften?	Bausteine/Baukl”tze	KindheitJugend	197
"Im Volksmund sagt man: ""Kleine Kinder, kleine Sorgen, ?"""	"""Kleine Kinder, kleine Sorgen, groáe Kinder groáe Sorgen"""	KindheitJugend	198
