Bis zum Beginn des 20. Jahrhunderts war es bei wohlhabenden Frauen teilweise blich, ihren Nachwuchs von fremden Frauen stillen zu lassen. Wie nannte man diese Frauen?;Ammen;Familie;116
"""Es war einmal ein treuer Husar ?"" - mit disen Worten beginnt ein altes Liebeslied. Wie lautet der Text weiter?";"""Es war einmal ein treuer Husar, der liebt sein M„dchen ein ganzes Jahr. Ein ganzes Jahr und noch viel mehr, die Liebe nahm kein Ende mehr.""";Familie;117
Die ”sterreichische Familie H”rbiger hat eine ganze Reihe bekannter Schauspieler hervorgebracht. In welcher verwandtschaftlichen Beziehung stehen Paul und Christiane H”rbiger?;Christiane (geb. 1938) ist die Nichte von Paul H”rbiger (1894 - 1981);Familie;118
"Wie lautet ein Sprichwort: ""Was man erheiratet, muss man nicht ?""?";"""Was man erheiratet, muss man nicht erarbeiten.""";Familie;119
"Eine beliebte Fernsehserie aus dem Jahre 1965 war ""Der Forellenhof"". Um welches Familienunternehmen dreht sich die Handlung, die in acht Folgen gesendet wurde?";ein Landhotel im Schwarzwald;Familie;120
Wie hieá die erste Familienserie, die im deutschen Fernsehen ausgestrahlt wurde? Tipp: Die Vornamen der Serieneltern lauteten Trude und Matthias.;"""Familie Sch”lermann""";Familie;121
Was symbolisiert die Farbe Weiá bei Brautkleidern?;Reinheit und Unberhrtheit;Familie;122
Wie bezeichnet man in der Verwandtschaftsbeziehung die Kinder von Geschwistern?;als Nichten und Neffen;Familie;123
Welcher pers”nliche Ehrentag hat in katholischen Familien oft einen h”heren Stellenwert als der Geburtstag?;der Namenstag;Familie;124
"""Horch, was kommt von drauáen rein?"", wird in einem alten Volkslied gefragt. Wie lautet die Antwort?";"""? wird wohl mein Feinsliebchen sein, hollahihaho""";Familie;125
Mit wem war der ehemalige Bundeskanzler Helmut Schmidt ber 60 Jahre verheiratet?;Hannelore (Loki) Schmidt;Familie;126
"Wie lautet ein bekanntes Sprichwort, das viele Eheleute sicher gerne bejahen: ""Eigener Herd ?"" ?";"""Eigener Herd ist Goldes wert.""";Familie;127
Welches Familienmitglied wird besonders an Christi Himmelfahrt geehrt?;der Vater (Vatertag);Familie;128
Wie heiát die Schwester von Schneeweiáchen im M„rchen?;Rosenrot;Familie;129
Welches Schmuckstck tragen Eheleute als Zeichen der Verbundenheit?;Eheringe;Familie;130
Wer kam frher traditionell meist fr die Kosten einer Hochzeit auf?;die Eltern der Braut;Familie;131
Aus welcher Familie stammt die bekannte Schauspielerfamilie Millowitsch?;Aus K”ln.;Familie;132
Wie heiát ein bekannter Roman von Erich K„stner, in dessen Mittelpunkt zwei Schwestern stehen?;"""Das doppelte Lottchen""";Familie;133
Fr viele Menschen geh”ren auch Haustiere zur Familie. Welcher berhmte Hund aus einer amerikanischen Fernsehserie verzauberte uns alle?;Lassie;Familie;134
"Welches Ehejubil„um nennt man auch ""Diamanthochzeit""?";das 60-j„hrige Jubil„um;Familie;135
Wie lautet der Name einer jungen Frau, in die sich Tarzan verliebt?;Jane;Familie;136
"Welche Schauspielerin spielte die Hauptrolle in der Kom”die ""Die Zricher Verlobung""?";Lilo Pulver;Familie;137
"Welcher junge Interpret sang Ende der 1960er-Jahre ""Mama, du sollst doch nicht um deinen Jungen weinen""?";Heintje;Familie;138
Welche Geschwister laufen im M„rchen von zu Hause weg und suchen in einem Lebkuchenhaus Zuflucht?;H„nsel und Gretel;Familie;139
"Ein bekanntes Sprichwort lautet: ""Gleich und gleich ?""?";"""Gleich und gleich gesellt sich gern.""";Familie;140
Wie heiát die ”sterreichische Musikerdynastie, die mehrere gefeierte Walzerkomponisten und hervorragende Kapellmeister hervorgebracht hat?;Strauss;Familie;141
Wie hieá die Mutter von Romy Schneider, die ebenfalls Schauspielerin war?;Magda Schneider;Familie;142
"Aus einer Bildergeschichte von Wilhelm Busch stammt der Satz: ""Vater werden ist nicht schwer, ?""";"""Vater werden ist nicht schwer, Vater sein dagegen sehr.""";Familie;143
Wie nennt man das Fest, das am Abend vor der Hochzeit gefeiert wird und bei dem meist einiges an Porzellan zerschlagen wird?;Polterabend;Familie;144
Wie wird die Hochzeitsreise meist noch bezeichnet?;als Flitterwochen;Familie;145
"Aus wie vielen Schwestern bestand das Gesangs-Ensemble ""Jacob Sisters"" ursprnglich?";aus vier Schwestern;Familie;146
"Woher stammte das Žnnchen aus einem Volkslied, von dem es heiát ""? du meine Seele, mein Fleisch und mein Blut""?";"aus Tharau (""Žnnchen von Tharau"")";Familie;147
"In welcher Stadt spielt die Familienserie ""Lindenstraáe"", die seit 1985 regelm„áig ausgestrahlt wird?";Die Handlung spielt in Mnchen, aber gedreht wird die Serie in K”ln.;Familie;148
Wann feiert eine Frau mit dem Namen Sophie Namenstag? Tipp: Denken Sie an den Eisheiligen - die kalte Sophie.;15. Mai;Familie;149
Wie hieá, gem„á der biblischen Geschichte, der erste Sohn von Adam und Eva?;Kain;Familie;150
Was tr„gt eine Braut h„ufig auf dem Kopf;Schleier, Diadem, Kr„nzchen.;Familie;151
