Was ist ein Tölper?	Ein Vogel	Tiere	100
In welchem Monat wird der Muttertag gefeiert?	im Mai	Familie	101
"Wie heißt ein klassisches Familienspiel: ""Mensch?""?"	"""Mensch, ärgere dich nicht"""	Familie	102
Welches tragische junge Liebespaar gilt als das berühmteste der Weltliteratur? Tipp: Ihre Geschichte wurde von William Shakespeare zu Papier gebracht.	Romeo und Julia	Familie	103
Welche blonden Zwillingsschwestern feierten besonders in den 1960er- und 1970er-Jahren große Erfolge als Sängerinnen, Tänzerinnen und Schauspielerinnen?	die Kessler-Zwillinge	Familie	104
Worin klebt man gerne Familienfotos ein und lässt Besucher darin blättern?	Fotoalbum	Familie	105
"Was hat das Mädel eines verliebten Burschen in einem Volkslied? ""Mein Mädel hat einen ?"""	"""Mein Mädel hat einen Rosenmund und wer ihn küsst, der wird gesund."""	Familie	106
Womit vergiftet die Stiefmutter das Schneewittchen im Märchen?	mit einem Apfel	Familie	107
"Wie heißt die Familie in der Fernsehserie ""Ein Herz und eine Seele"", deren Oberhaupt ""Ekel Alfred"" genannt wird?"	Familie Tetzlaff	Familie	108
Wie bezeichnet man das 10-jährige Hochzeitsjubiläum? Tipp: Denken Sie an die Königin der Blumen.	Rosenhochzeit	Familie	109
"Welche Verwandten wurden früher mit dem Begriff ""Oheim"" bezeichnet?"	Bruder und Schwager der Mutter	Familie	110
Der englische König Heinrich VIII. war bekannt für seine zahlreichen Ehen, von denen die meisten katastrophal endeten. Wie oft war der Köig verheiratet?	sechs Mal (2 Ehefrauen wurden hingerichtet, 2 Ehen annulliert, 1 Frau starb und die letzte überlebte den König nur um anderthalb Jahre)	Familie	111
Mit welchem tierischen Symbol vor dem Haus wird häufig die Geburt eines Kindes bekannt gegeben?	mit einem Storch	Familie	112
Wie heißen die berühmten Gebrüder Grimm mit Vornamen?	Jakob und Wilhem	Familie	113
Wlchem Beruf gingen die Brüder Thomas und Heinrich Mann nach?	Schriftsteller	Familie	114
An welchem Datum feiert man den Valentinstag, als Tag der Liebenden?	am 14. Februar	Familie	115
Bis zum Beginn des 20. Jahrhunderts war es bei wohlhabenden Frauen teilweise üblich, ihren Nachwuchs von fremden Frauen stillen zu lassen. Wie nannte man diese Frauen?	Ammen	Familie	116
"""Es war einmal ein treuer Husar ?"" - mit disen Worten beginnt ein altes Liebeslied. Wie lautet der Text weiter?"	"""Es war einmal ein treuer Husar, der liebt sein Mädchen ein ganzes Jahr. Ein ganzes Jahr und noch viel mehr, die Liebe nahm kein Ende mehr."""	Familie	117
Die österreichische Familie Hörbiger hat eine ganze Reihe bekannter Schauspieler hervorgebracht. In welcher verwandtschaftlichen Beziehung stehen Paul und Christiane Hörbiger?	Christiane (geb. 1938) ist die Nichte von Paul Hörbiger (1894 - 1981)	Familie	118
"Wie lautet ein Sprichwort: ""Was man erheiratet, muss man nicht ?""?"	"""Was man erheiratet, muss man nicht erarbeiten."""	Familie	119
"Eine beliebte Fernsehserie aus dem Jahre 1965 war ""Der Forellenhof"". Um welches Familienunternehmen dreht sich die Handlung, die in acht Folgen gesendet wurde?"	ein Landhotel im Schwarzwald	Familie	120
Wie hieß die erste Familienserie, die im deutschen Fernsehen ausgestrahlt wurde? Tipp: Die Vornamen der Serieneltern lauteten Trude und Matthias.	"""Familie Schölermann"""	Familie	121
Was symbolisiert die Farbe Weiß bei Brautkleidern?	Reinheit und Unberührtheit	Familie	122
Wie bezeichnet man in der Verwandtschaftsbeziehung die Kinder von Geschwistern?	als Nichten und Neffen	Familie	123
Welcher persönliche Ehrentag hat in katholischen Familien oft einen höheren Stellenwert als der Geburtstag?	der Namenstag	Familie	124
"""Horch, was kommt von draußen rein?"", wird in einem alten Volkslied gefragt. Wie lautet die Antwort?"	"""? wird wohl mein Feinsliebchen sein, hollahihaho"""	Familie	125
Mit wem war der ehemalige Bundeskanzler Helmut Schmidt über 60 Jahre verheiratet?	Hannelore (Loki) Schmidt	Familie	126
"Wie lautet ein bekanntes Sprichwort, das viele Eheleute sicher gerne bejahen: ""Eigener Herd ?"" ?"	"""Eigener Herd ist Goldes wert."""	Familie	127
Welches Familienmitglied wird besonders an Christi Himmelfahrt geehrt?	der Vater (Vatertag)	Familie	128
Wie heißt die Schwester von Schneeweißchen im Märchen?	Rosenrot	Familie	129
Welches Schmuckstück tragen Eheleute als Zeichen der Verbundenheit?	Eheringe	Familie	130
Wer kam früher traditionell meist für die Kosten einer Hochzeit auf?	die Eltern der Braut	Familie	131
Aus welcher Familie stammt die bekannte Schauspielerfamilie Millowitsch?	Aus Köln.	Familie	132
Wie heißt ein bekannter Roman von Erich Kästner, in dessen Mittelpunkt zwei Schwestern stehen?	"""Das doppelte Lottchen"""	Familie	133
Für viele Menschen gehören auch Haustiere zur Familie. Welcher berühmte Hund aus einer amerikanischen Fernsehserie verzauberte uns alle?	Lassie	Familie	134
"Welches Ehejubiläum nennt man auch ""Diamanthochzeit""?"	das 60-jährige Jubiläum	Familie	135
Wie lautet der Name einer jungen Frau, in die sich Tarzan verliebt?	Jane	Familie	136
"Welche Schauspielerin spielte die Hauptrolle in der Komödie ""Die Züricher Verlobung""?"	Lilo Pulver	Familie	137
"Welcher junge Interpret sang Ende der 1960er-Jahre ""Mama, du sollst doch nicht um deinen Jungen weinen""?"	Heintje	Familie	138
Welche Geschwister laufen im Märchen von zu Hause weg und suchen in einem Lebkuchenhaus Zuflucht?	Hänsel und Gretel	Familie	139
"Ein bekanntes Sprichwort lautet: ""Gleich und gleich ?""?"	"""Gleich und gleich gesellt sich gern."""	Familie	140
Wie heißt die österreichische Musikerdynastie, die mehrere gefeierte Walzerkomponisten und hervorragende Kapellmeister hervorgebracht hat?	Strauss	Familie	141
Wie hieß die Mutter von Romy Schneider, die ebenfalls Schauspielerin war?	Magda Schneider	Familie	142
"Aus einer Bildergeschichte von Wilhelm Busch stammt der Satz: ""Vater werden ist nicht schwer, ?"""	"""Vater werden ist nicht schwer, Vater sein dagegen sehr."""	Familie	143
Wie nennt man das Fest, das am Abend vor der Hochzeit gefeiert wird und bei dem meist einiges an Porzellan zerschlagen wird?	Polterabend	Familie	144
Wie wird die Hochzeitsreise meist noch bezeichnet?	als Flitterwochen	Familie	145
"Aus wie vielen Schwestern bestand das Gesangs-Ensemble ""Jacob Sisters"" ursprünglich?"	aus vier Schwestern	Familie	146
"Woher stammte das Žnnchen aus einem Volkslied, von dem es heißt ""? du meine Seele, mein Fleisch und mein Blut""?"	"aus Tharau (""Žnnchen von Tharau"")"	Familie	147
"In welcher Stadt spielt die Familienserie ""Lindenstraße"", die seit 1985 regelmäßig ausgestrahlt wird?"	Die Handlung spielt in München, aber gedreht wird die Serie in Köln.	Familie	148
Wann feiert eine Frau mit dem Namen Sophie Namenstag? Tipp: Denken Sie an den Eisheiligen - die kalte Sophie.	15. Mai	Familie	149
Wie hieß, gemäß der biblischen Geschichte, der erste Sohn von Adam und Eva?	Kain	Familie	150
Was trägt eine Braut häufig auf dem Kopf	Schleier, Diadem, Kränzchen.	Familie	151
Woran lutschen Kinder mit Vorliebe?	an ihrem Daumen	KindheitJugend	152
"Wie lautet ein beliebter Abzählreim vollständig: ""Ene, meine, miste, es rappelt ?""?"	"""Ene, mene, miste, es rappelt in der Kiste. Ene, meine, muh und raus bist du"" (oder auch: ""Ene, meine, meck und du bist weg"")"	KindheitJugend	153
Welches Pferd steht in vielen Kinderzimmern?	das Schaukelpferd	KindheitJugend	154
"Wie heißt das Märchen, aus dem der Ausspruch stammt: ""Heute back' ich, morgen brau' ich, übermorgen hol' ich der Königin ihr Kind. Ach wie gut, dass niemand weiß, ?""?"	"""Rumpelstilzchen"""	KindheitJugend	155
Bei welchem Spiel muss eine Vielzahl von Teilen zu einem Bild zusammengefügt werden?	beim Puzzle	KindheitJugend	156
"In einem Sprichwort heißt es: ""Gebranntes Kind scheut das ?"""	"""Gebranntes Kind scheut das Feuer"""	KindheitJugend	157
Welcher armen Witwe spielen Max und Moritz arme Streiche?	Witwe Bolte	KindheitJugend	158
"Wie lautet die erste Strophe des beliebten Kindertanzes: ""Brüderchen, komm, tanz' mit mir ?""?"	"""Brüderchen, komm, tanz' mit mir. Beide Hände reich ich dir, einmal hin, einmal her, rundherum, das ist nicht schwer."""	KindheitJugend	159
Mit welcher Liesel werden die Kinder häufig an Handarbeiten herangeführt?	mit der Strickliesel	KindheitJugend	160
Wie viele Milchzähne hat ein Kind?	20 Milchzähne (Das Erwachsenengebiss hat 32 Zähne - mit Weisheitszähnen)	KindheitJugend	161
"Wie heißt der Zungenbrecher vollständig: ""Blaukraut bleibt Blaukraut und ?"""	"""Blaukraut bleibt Blaukraut und Brautkleid bleibt Brautkleid"""	KindheitJugend	162
Wie heißt das Kartenspiel für Kinder, bei dem je eine Karte beim Nachbarn gezogen wird und Kartenpaare ausgelegt werden?	Schwarzer Peter	KindheitJugend	163
Die Lausbubengeschichten von Tom Sawyer und seinem besten Freund Huckleberry Finn haben viele Kinder mit Begeisterung gelesen. In welchem Land spielen die Abenteuer der beiden?	In den USA, in dem fiktiven Ort St. Petersburg in Missouri am Ufer des Mississippi	KindheitJugend	164
"Ein beliebtes Malspiel für Kinder lautet: ""Punkt, Punkt, Komma, Strich, ?""?"	"""Punkt, Punkt, Komma, Strich, fertig ist das Mondgesicht."" (Es gibt viele Varianten, die den Spruch weiterführen.)"	KindheitJugend	165
Was ist eine Fibel?	ein Buch zum Lesenlernen für Kinder, in der Regel reich bebildert.	KindheitJugend	166
Wie heißen die kleinen bunten Kugeln, die von vielen Kindern geliebt und gesammelt werden?	Murmeln	KindheitJugend	167
Welche Kinderkrankheit wird auch Ziegenpeter oder Bauernwetzel genannt?	Mumps	KindheitJugend	168
"In einem bekannten Kinderlied wird gefragt: ""Eia popeia, was raschelt im Stroh?"". Wie lautet die Antwort?"	"""Das sind die lieben Gänslein, die hab'n keine Schuh."""	KindheitJugend	169
Der Struwwelpeter wurde uns als abschreckendes Beispiel für ein ungezogenes Kind vorgehalten, denn er wollte seine Haare nicht kämmen lassen. Wogegen sträubte sich der Struwwelpeter noch?	"gegen das Schneiden der Fingernägel (""An den Händen beiden ließ er sich nicht schneiden seine Nägel fast ein Jahr. Kämmen ließ er nicht sein Haar ?"")"	KindheitJugend	170
"Wie heißt ein beliebtes Spiel für größere Kindergruppen: ""Wer hat Angst vorm ?"" ?"	"""Wer hat Angst vorm schwarzen Mann?"""	KindheitJugend	171
Welches Märchen handelt von einer Gold- und einer Pechmarie?	Frau Holle	KindheitJugend	172
Womit schreibt der Lehrer auf die Wandtafel?	mit Kreide	KindheitJugend	173
Bei Kindefesten wird gerne ein Wettlaufen veranstaltet, bei dem die Kinder einen Löffel in der Hand halten. Was müssen sie darauf balancieren?	ein Ei (Eierlaufen)	KindheitJugend	174
"Welche begehrten Produkte stellte eine britische Firma ab 1953 unter dem Namen ""Matchbox"" her?"	"Spielzeugautos (""Matchbox"" bedeutet im Englischen Streichholzschachtel; die Autos wurden ursprünglich in dieser Größe dargestellt, da in GB zu dieser Zeit nur Spielzeuge mit zur Schule gebracht werden durften, die nicht größer waren.) "	KindheitJugend	175
"Wie lautet ein unfeiner, aber amüsanter Abzählreim: ""Peter hat ins Bett geschissen, gerade auf's ?""?"	"""Peter hat ins Bett geschissen, gerade aufs Paradekissen. Mutter hat's geseh'n und du musst geh'n."""	KindheitJugend	176
"Bereits 1929 wurden die ersten Abenteuer der Comicfiguren ""Tim und Struppi"" veröffentlicht. Welchen Beruf übt Tim, der Held der Geschichten, aus?"	Tim ist ein belgischer Reporter, der um die ganze Welt reist und dabei in verschiedene Abenteuer verwickelt wird.	KindheitJugend	177
Wie heißt ein lustiges Spiel für größere Kindergruppen, bei dem eine Nachricht von Person zu Person weitergeflüstert wird?	Stille Post	KindheitJugend	178
"Ein Zungenbrecher lautet: ""Zwischen zwei Zwetschgenzweigen ?"""	"""Zwischen zwei Zwetschgenzweigen sitzen zwei zwitschernde Schwalben."""	KindheitJugend	179
"Wohin ging ""Hänschen Klein"" in einem Kinderlied ganz allein?"	"""Hänschen ging allein in die weite Welt hinein ?"""	KindheitJugend	180
Welches Quietschtier leistet Kindern in der Badewanne häufig Gesellschaft?	eine Ente	KindheitJugend	181
Was wurde im Märchen aus dem hässlichen Entlein?	ein Schwan (Märchen von Hans Christian Andersen)	KindheitJugend	182
"Wie heißt ein einfaches Ratespiel, das überall ohne Material gespielt werden kann: ""Ich sehe was, ?"""	"""Ich sehe was, was du nicht siehst."""	KindheitJugend	183
"Viele Mädchen haben in ihrer Jugend ein Poesiealbum geführt. Wie lautet einer der bekanntesten Sprüche: ""Rosen, Tulpen, Nelken, ?"""	"""Rosen, Tulpen, Nelken, alle Blumen welken, nur die eine nicht und die heißt Vergissmeinnicht."""	KindheitJugend	184
Welche Konstruktionen sind auf fast jedem Spielplatz zu finden und verlocken Kinder zu akrobatischen šbungen?	Klettergerüste	KindheitJugend	185
"Nach der Schulzeit folgte früher in der Regel eine Berufsausbildung. Was sagt der Volksmund: ""Lehrjahre sind keine ?"""	"""Lehrjahre sind keine Herrenjahre."""	KindheitJugend	186
"In welchem Film spielte Heinz Rühmann den aufsässigen Schüler Hans Pfeiffer, zu dem ein Lehrer verzweifelt sagte: ""Sehen Sie, Pfeiffer, es ist nichts mit Ihnen. Sie werden immer dümmer! ? Suchen Sie sich einen Beruf, in dem Sie nicht viel schreiben, am besten Zahnarzt oder so etwas."""	"In ""Die Feuerzangenbowle""."	KindheitJugend	187
Was legten die Tunichtgute Max und Moritz ihrem Onkel Fritz ins Bett und brachten ihn damit um seine Nachtruhe?	Maikäfer	KindheitJugend	188
"Wie heißt ein bekanntes Malspiel für Kinder? ""Das ist das Haus vom ?"""	"""Das ist das Haus vom Nikolaus."""	KindheitJugend	189
Welche Augenfarbe haben die meisten hellhäutigen Babys in den ersten Lebenswochen?	blau (weil die Pigmentierung der Regenbogenhaut im Auge noch nicht abgeschlossen ist)	KindheitJugend	190
"Wie ist der Wortlaut eines bekannten Wiegenliedes? ""Schlaf Kindlein schlaf. Dein Vater ?"""	"""Schlaf, Kindlein, schlaf! Dein Vater hüt' die Schaf. Die Mutter schüttelt's Bäumelein, da fällt herab ein Träumelein. Schlaf, Kindlein, schlaf!"""	KindheitJugend	191
"""Robinson Crusoe"" ist ein Abenteuerroman, der besonders von Jungen gerne gelesen wird. Wie nannte Robinson Crusoe den jungen Mann, den er vor den Kannibalen rettete und der anschließend sein Freund und Diener wurde?"	Freitag (in Erinnerung an den Wochentag, an dem er ihn gerettet hatte)	KindheitJugend	192
Wie heißt das Spiel, bei dem ein Kind die anderen mit verbunden Augen fangen muss?	"""Blinde Kuh"""	KindheitJugend	193
Bereits seit 1940 erheitern die Zeichentrickfiguren Tom und Jerry große und kleine Zuschauer mit ihren wilden Verfolgungsjagden. Welche Tiere verkörpern die Figuren?	"""Tom ist ein Kater, Jerry eine Maus."	KindheitJugend	194
"Ein lustiger Kanon beginnt mit den Worten: ""Ein Mops kam in die Küche ?"", wie lautet der Text weiter?"	"""Ein Mops kam in die Küche und stahl dem Koch ein Ei. Da nahm der Koch den Löffel und schlug dem Mops zu Brei. Da kamen viele Möpse und gruben ihm ein Grab. Und setzten drauf 'nen Grabstein, auf dem geschrieben stand: ?"""	KindheitJugend	195
"Vom welchem Autoren stammt das Kinderbuch: ""Das fliegende Klassenzimmer"", das auch mehrmals verfilmt wurde?"	von Erich Kästner	KindheitJugend	196
Mit welchen Holzteilen spielen besonders Jungen gerne und errichten damit Türme oder ganze Landschaften?	Bausteine/Bauklötze	KindheitJugend	197
"Im Volksmund sagt man: ""Kleine Kinder, kleine Sorgen, ?"""	"""Kleine Kinder, kleine Sorgen, große Kinder große Sorgen"""	KindheitJugend	198
"Wie heißt der Junge aus dem ""Struwwelpeter"", der nicht stillsitzen kann und beim Schaukeln mit dem Stuhl die Tischdecke samt Essen vom Tisch zieht?"	Zappelphilipp	KindheitJugend	199
"Welches Gedicht von Friedrich Schiller musste früher von fast allen Schülern auswendig gelernt werden? Es beginnt mit den Worten: ""Festgemauert in der Erden steht die Form aus Lehm gebrannt ?"""	"""Das Lied von der Glocke"""	KindheitJugend	200
"Der Name eines Gruppenspiels für Kinder heißt: ""Hänschen, ?""?"	"""Hänschen, piep einmal!"""	KindheitJugend	201
